x, y
-65.8682634730539, 44.129692832764505
-64.07185628742515, 46.382252559726965
-36.612489307100084, 44.53924914675768
-31.99315654405474, 46.996587030716725
-28.400342172797266, 44.8122866894198
-23.01112061591104, 47.06484641638225
-15.05560307955517, 47.815699658703075
-9.92301112061591, 46.382252559726965
-17.621899059024813, 43.24232081911263
-15.312232677502138, 45.153583617747444
-12.48930710008554, 44.334470989761094
-8.896492728828065, 44.129692832764505
-1.7108639863130861, 43.515358361774744
-1.7108639863130861, 43.515358361774744
-8.896492728828065, 41.12627986348123
-8.896492728828065, 41.12627986348123
-6.843455945252359, 42.55972696245734
-6.843455945252359, 42.55972696245734
-4.020530367835761, 42.55972696245734
-1.7108639863130861, 41.80887372013652
-1.4542343883661317, 40.784982935153586
-4.020530367835761, 39.48805460750853
-0.6843455945252401, 19.283276450511945
0.5988023952095745, 17.713310580204777
2.6518391787852806, 16.689419795221845
-0.9409751924721945, 15.324232081911262
1.1120615911035117, 14.300341296928327
1.8819503849444033, 14.982935153583618
3.9349871685201094, 14.709897610921502
4.191616766467064, 15.529010238907851
7.014542343883662, 15.733788395904437
9.83746792130026, 15.392491467576793
10.350727117194182, 12.866894197952218
11.377245508982043, 13.890784982935154
13.686911890504703, 16.006825938566553
16.76646706586827, 15.187713310580204
21.385799828913605, 17.03071672354949
23.695466210436265, 15.051194539249147
32.42087254063301, 14.84641638225256
35.757057313943534, 14.505119453924916
37.810094097519254, 14.027303754266212
37.04020530367836, 15.392491467576793
41.146278870829775, 13.549488054607508
49.10179640718562, 12.525597269624573
66.55260906757914, 13.890784982935154
102.22412318220702, 16.552901023890783
131.22326775021386, 15.733788395904437
133.53293413173654, 14.300341296928327
168.94781864841747, 13.48122866894198
192.30111206159108, 13.959044368600683
192.30111206159108, 12.320819112627987
